sent_id,token_id,form,upos,head,deprel,sent_len,is_root
fr-ud-train_06124,19,Laine,PROPN,17,nmod,27,False
fr-ud-train_10763,16,religieuses,ADJ,15,amod,40,False
fr-ud-train_08271,5,un,DET,6,det,29,False
fr-ud-train_01522,11,qui,PRON,13,nsubj:pass,35,False
fr-ud-train_03547,18,de,ADP,20,case,22,False
fr-ud-train_04939,36,pointant,VERB,28,advcl,39,False
fr-ud-train_08865,48,obéira,VERB,44,acl:relcl,52,False
fr-ud-train_11660,4,personnage,NOUN,0,root,28,True
fr-ud-train_02151,1,Phrynobatrachus,PROPN,5,nsubj,14,False
fr-ud-train_11317,16,III,NUM,15,nmod,38,False
fr-ud-train_11344,10,de,ADP,12,case,13,False
fr-ud-train_12103,5,de,ADP,7,mark,12,False
fr-ud-train_08885,3,donc,ADV,4,advmod,48,False
fr-ud-train_09591,24,prochain,ADJ,22,amod,25,False
fr-ud-train_02154,21,offre,NOUN,19,obj,64,False
fr-ud-train_04598,21,%,SYM,17,conj,28,False
fr-ud-train_03101,5,Kang,PROPN,1,appos,30,False
fr-ud-train_05659,24,dirigeant,VERB,15,acl,30,False
fr-ud-train_12468,38,Star,PROPN,33,conj,40,False
fr-ud-train_13788,17,avril,NOUN,16,nmod,19,False
fr-ud-train_07535,2,compte,VERB,0,root,10,True
fr-ud-train_05579,4,frère,NOUN,5,nsubj,16,False
fr-ud-train_11710,16,journées,NOUN,13,nmod,17,False
fr-ud-train_11914,8,a,AUX,9,aux:tense,22,False
fr-ud-train_12713,6,et,CCONJ,8,cc,12,False
fr-ud-train_04437,1,Ils,PRON,6,nsubj,38,False
fr-ud-train_08164,7,essence,NOUN,0,root,9,True
fr-ud-train_14277,7,et,CCONJ,8,cc,15,False
fr-ud-train_00481,2,est,AUX,3,cop,48,False
fr-ud-train_01629,36,1987,NUM,34,nmod,46,False
fr-ud-train_08999,32,marché,NOUN,23,obl:mod,41,False
fr-ud-train_13767,57,les,DET,58,det,61,False
fr-ud-train_02732,20,Lord,PROPN,17,nmod,50,False
fr-ud-train_07414,4,que,SCONJ,9,mark,10,False
fr-ud-train_05004,19,qui,PRON,20,nsubj,28,False
fr-ud-train_02495,10,de,ADP,12,case,30,False
fr-ud-train_08891,1,à,ADP,3,case,24,False
fr-ud-train_06446,4,valut,VERB,0,root,16,True
fr-ud-train_10665,18,à,ADP,19,case,21,False
fr-ud-train_00664,2,succès,NOUN,5,nsubj,6,False
fr-ud-train_04943,9,cm,NOUN,0,root,12,True
fr-ud-train_13804,11,tâche,NOUN,8,obl:arg,26,False
fr-ud-train_08420,4,un,DET,5,det,19,False
fr-ud-train_09129,32,km,NOUN,16,obl:mod,35,False
fr-ud-train_05136,3,et,CCONJ,4,cc,21,False
fr-ud-train_02365,12,saison,NOUN,8,nmod,13,False
fr-ud-train_07266,2,sont,AUX,1,cop,22,False
fr-ud-train_13455,7,dysplasie,NOUN,2,conj,51,False
fr-ud-train_10708,5,poste,NOUN,2,obl:arg,13,False
fr-ud-train_06015,10,sont,AUX,11,cop,12,False
fr-ud-train_07762,26,degrés,NOUN,24,nmod,27,False
fr-ud-train_13227,13,Petitcoudiac,PROPN,11,obl:arg,24,False
fr-ud-train_02270,19,consacre,VERB,2,conj,28,False
fr-ud-train_13283,11,village,NOUN,0,root,24,True
fr-ud-train_07666,53,adversaire,NOUN,50,obj,54,False
fr-ud-train_13767,44,la,DET,45,det,61,False
fr-ud-train_11455,23,en,ADP,24,case,47,False
fr-ud-train_11351,27,formation,NOUN,25,obj,49,False
fr-ud-train_01125,9,est,AUX,11,cop,14,False
fr-ud-train_01634,15,réalisations,NOUN,12,nmod,32,False
fr-ud-train_09863,19,en,ADP,20,case,38,False
fr-ud-train_01422,2,l',DET,3,det,12,False
fr-ud-train_13660,7,et,CCONJ,17,cc,19,False
fr-ud-train_06044,28,shirk,X,26,obl:arg,30,False
fr-ud-train_13504,10,avait,AUX,11,aux:tense,37,False
fr-ud-train_03342,38,en,ADP,33,advmod,40,False
fr-ud-train_01606,7,en,ADP,8,case,13,False
fr-ud-train_14195,25,les,DET,26,det,56,False
fr-ud-train_12155,4,la,DET,5,det,35,False
fr-ud-train_10984,12,de,ADP,14,case,15,False
fr-ud-train_05861,15,pour,ADP,17,mark,18,False
fr-ud-train_05630,16,de,ADP,17,case,30,False
fr-ud-train_09998,2,fumeur,NOUN,5,advcl,13,False
fr-ud-train_10466,8,riche,ADJ,0,root,42,True
fr-ud-train_03563,9,affluents,NOUN,2,obj,24,False
fr-ud-train_09672,32,manibus,X,31,flat:foreign,37,False
fr-ud-train_06091,16,recherché,VERB,2,conj,24,False
fr-ud-train_04150,4,moins,ADV,3,obj,8,False
fr-ud-train_13943,17,président,NOUN,14,nmod,26,False
fr-ud-train_12633,11,en,ADP,12,case,60,False
fr-ud-train_13864,5,écoles,NOUN,1,conj,25,False
fr-ud-train_13743,8,Milan,PROPN,4,conj,28,False
fr-ud-train_03457,63,obtenir,VERB,52,conj,73,False
fr-ud-train_14088,9,référence,NOUN,8,obj:lvc,27,False
fr-ud-train_11435,1,Sur,ADP,3,case,32,False
fr-ud-train_04978,4,avec,ADP,6,case,17,False
fr-ud-train_13879,7,a,AUX,8,aux:tense,30,False
fr-ud-train_08049,6,dame,NOUN,3,obl:arg,27,False
fr-ud-train_10554,4,des,DET,5,det,30,False
fr-ud-train_01974,16,septembre,NOUN,15,nmod,23,False
fr-ud-train_08081,45,plus,ADV,44,fixed,47,False
fr-ud-train_08862,1,Ces,DET,3,det,38,False
fr-ud-train_11430,3,de,ADP,4,case,30,False
fr-ud-train_13435,9,Affaires,NOUN,6,nmod,42,False
fr-ud-train_11705,21,1945,NUM,20,nmod,40,False
fr-ud-train_00409,2,nouvelles,ADJ,3,amod,21,False
fr-ud-train_03960,15,Japon,PROPN,12,nmod,28,False
fr-ud-train_05742,18,l',DET,19,det,27,False
fr-ud-train_12078,9,néerlandais,ADJ,7,amod,15,False
fr-ud-train_08778,43,in,X,21,flat:foreign,59,False
fr-ud-train_14429,21,et,CCONJ,22,cc,43,False
fr-ud-train_03289,21,situation,NOUN,18,obl:mod,26,False
fr-ud-train_13455,35,cas,NOUN,32,obl:mod,51,False
fr-ud-train_10659,7,le,DET,8,det,16,False
fr-ud-train_05258,9,par,ADP,11,case,42,False
fr-ud-train_02649,1,Appartenant,VERB,8,advcl,19,False
fr-ud-train_00537,5,voilà,VERB,0,root,17,True
fr-ud-train_05611,56,Sarkozy,PROPN,55,flat:name,57,False
fr-ud-train_00703,10,sur,ADP,12,case,17,False
fr-ud-train_02571,21,l',DET,22,det,27,False
fr-ud-train_11518,19,Mazza,PROPN,18,flat:name,30,False
fr-ud-train_03157,14,d',ADP,16,case,18,False
fr-ud-train_09774,1,En,ADP,12,advmod,32,False
fr-ud-train_05614,27,fasciste,ADJ,26,amod,28,False
fr-ud-train_11747,21,deuxième,ADJ,22,amod,27,False
fr-ud-train_13412,39,de,ADP,41,case,44,False
fr-ud-train_05810,16,construite,VERB,11,acl,27,False
fr-ud-train_09172,30,qui,PRON,32,nsubj,37,False
fr-ud-train_10447,12,spacieuse,ADJ,5,conj,13,False
fr-ud-train_04217,21,Boy,PROPN,20,flat:name,32,False
fr-ud-train_01056,6,fonctionnaire,NOUN,0,root,23,True
fr-ud-train_00796,20,durée,NOUN,17,nmod,21,False
fr-ud-train_12626,20,l',DET,21,det,66,False
fr-ud-train_09865,15,alternatives,ADJ,14,amod,31,False
fr-ud-train_11623,39,soient,AUX,41,cop,47,False
fr-ud-train_11577,34,sur,ADP,36,case,52,False
fr-ud-train_08359,10,et,CCONJ,11,cc,18,False
fr-ud-train_04877,6,il,PRON,9,expl:subj,45,False
fr-ud-train_01904,11,Chasnay,PROPN,2,nmod,68,False
fr-ud-train_10562,8,situé,VERB,6,acl,20,False
fr-ud-train_05338,13,en,ADP,14,case,15,False
fr-ud-train_14432,11,Sandaucourt,PROPN,8,conj,21,False
fr-ud-train_12095,18,hôtellerie,NOUN,9,conj,33,False
fr-ud-train_09703,11,ainsi,ADV,8,advmod,41,False
fr-ud-train_06279,14,1755,NUM,10,obl:mod,17,False
fr-ud-train_02706,3,recommande,VERB,0,root,41,True
fr-ud-train_04256,31,et,CCONJ,33,cc,34,False
fr-ud-train_00411,21,qui,PRON,29,nsubj,35,False
fr-ud-train_11768,10,le,DET,11,det,34,False
fr-ud-train_02643,19,adapter,VERB,16,xcomp,24,False
fr-ud-train_07344,5,autres,PRON,3,obj,12,False
fr-ud-train_07718,6,vivre,VERB,3,xcomp,7,False
fr-ud-train_10734,16,Studios,PROPN,15,flat:name,46,False
fr-ud-train_06375,10,de,ADP,12,case,17,False
fr-ud-train_05207,50,s',PRON,51,expl:pv,55,False
fr-ud-train_04415,5,en,ADP,6,case,8,False
fr-ud-train_05767,9,série,NOUN,4,obl:mod,40,False
fr-ud-train_03748,1,La,DET,2,det,16,False
fr-ud-train_01620,12,de,ADP,14,case,17,False
fr-ud-train_14225,1,Les,DET,2,det,43,False
fr-ud-train_09164,1,Il,PRON,5,nsubj:pass,17,False
fr-ud-train_06449,7,national,ADJ,6,amod,8,False
fr-ud-train_00717,15,véritablement,ADV,16,advmod,30,False
fr-ud-train_00173,4,nouvelle,NOUN,1,obl:arg,33,False
fr-ud-train_01198,14,peu,ADV,13,fixed,19,False
fr-ud-train_04504,9,Euros,PROPN,7,nmod,31,False
fr-ud-train_06575,14,objectif,NOUN,16,obl:mod,38,False
fr-ud-train_13221,11,premières,ADJ,12,amod,32,False
fr-ud-train_07614,16,importance,NOUN,14,obj,28,False
fr-ud-train_12958,15,IIHF,X,14,appos,17,False
fr-ud-train_11677,19,la,DET,20,det,53,False
fr-ud-train_05169,17,de,ADP,20,case,22,False
fr-ud-train_05966,15,en,ADP,17,case,18,False
fr-ud-train_04284,25,français,ADJ,24,amod,34,False
fr-ud-train_11812,24,les,DET,26,det,27,False
fr-ud-train_05147,2,Baglini,PROPN,1,flat:name,12,False
fr-ud-train_13445,24,les,DET,25,det,53,False
fr-ud-train_14366,11,Place,NOUN,4,obl:mod,25,False
fr-ud-train_08142,33,le,DET,34,det,37,False
fr-ud-train_12869,4,d',ADP,5,case,37,False
fr-ud-train_08233,19,japonais,NOUN,14,obl:arg,35,False
fr-ud-train_05075,8,dragons,NOUN,6,nmod,53,False
fr-ud-train_04454,9,vin,NOUN,7,obj,10,False
fr-ud-train_06562,13,longueur,NOUN,11,nmod,30,False
fr-ud-train_13887,6,à,ADP,8,case,25,False
fr-ud-train_02284,38,puise,VERB,33,conj,43,False
fr-ud-train_02760,24,le,DET,25,det,26,False
fr-ud-train_12595,12,réornementation,NOUN,10,obl:arg,30,False
fr-ud-train_05178,7,de,ADP,9,case,24,False
fr-ud-train_00405,2,de,ADP,4,case,25,False
fr-ud-train_04434,43,campagne,NOUN,40,nmod,52,False
fr-ud-train_01190,11,et,CCONJ,12,cc,18,False
fr-ud-train_00640,6,le,DET,7,det,40,False
fr-ud-train_11234,16,la,DET,17,det,21,False
fr-ud-train_04375,16,liste,NOUN,14,obj,34,False
fr-ud-train_09799,16,avons,AUX,18,aux:tense,33,False
fr-ud-train_03282,32,d',ADP,35,case,36,False
fr-ud-train_08549,15,accrocher,VERB,10,conj,20,False
fr-ud-train_01430,12,être,AUX,13,aux:pass,33,False
fr-ud-train_07515,1,La,DET,2,det,20,False
fr-ud-train_08770,19,tous,ADJ,21,amod,34,False
fr-ud-train_05466,6,une,PRON,0,root,73,True
fr-ud-train_14473,20,charge,NOUN,17,xcomp,23,False
fr-ud-train_00983,5,il,PRON,7,nsubj,24,False
fr-ud-train_10226,33,de,ADP,36,case,46,False
fr-ud-train_00540,28,une,DET,29,det,47,False
fr-ud-train_06523,7,qu',PRON,5,acl:relcl,25,False
fr-ud-train_00893,10,guerre,NOUN,8,nmod,38,False
fr-ud-train_05209,22,en,ADP,23,case,30,False
fr-ud-train_01704,15,à,ADP,17,case,21,False
fr-ud-train_06656,17,n',ADV,21,advmod,25,False
fr-ud-train_11730,9,est,AUX,10,aux:tense,31,False
fr-ud-train_11983,62,péchés,NOUN,59,nmod,76,False
fr-ud-train_03103,10,bourreaux,NOUN,12,nsubj,13,False
fr-ud-train_00167,19,sa,DET,20,det,21,False
fr-ud-train_01325,11,par,ADP,12,case,14,False
fr-ud-train_05207,35,de,ADP,36,case,55,False
fr-ud-train_05994,7,les,DET,8,det,13,False
fr-ud-train_10040,20,le,DET,21,det,29,False
fr-ud-train_10293,10,un,DET,11,det,26,False
fr-ud-train_00177,15,de,ADP,16,case,20,False
fr-ud-train_13649,26,à,ADP,28,case,35,False
fr-ud-train_12280,29,la,DET,30,det,55,False
fr-ud-train_05348,1,L',DET,2,det,17,False
fr-ud-train_02993,16,d',ADP,17,case,27,False
fr-ud-train_03525,3,alors,ADV,4,advmod,13,False
fr-ud-train_10668,26,élire,VERB,24,ccomp,46,False
fr-ud-train_02967,30,de,ADP,32,case,40,False
fr-ud-train_01228,26,baie,NOUN,23,nmod,30,False
fr-ud-train_02503,24,troupes,NOUN,22,obj,30,False
fr-ud-train_13228,22,intérêts,NOUN,20,nmod,31,False
fr-ud-train_08787,26,autres,PRON,27,nsubj,28,False
fr-ud-train_12246,3,son,DET,5,det,14,False
fr-ud-train_05134,9,le,DET,10,det,50,False
fr-ud-train_02205,2,voit,VERB,0,root,20,True
fr-ud-train_09605,8,20,NUM,9,nummod,10,False
fr-ud-train_11856,20,preuve,NOUN,18,obl:mod,34,False
fr-ud-train_07598,2,angoisse,NOUN,4,nsubj,29,False
fr-ud-train_12716,16,un,DET,17,det,27,False
fr-ud-train_09727,6,descend,VERB,0,root,27,True
fr-ud-train_12278,6,pré,NOUN,3,obl:arg,8,False
fr-ud-train_06150,17,catalan,NOUN,0,root,18,True
fr-ud-train_03126,23,la,DET,24,det,30,False
fr-ud-train_06667,21,sont,AUX,22,aux:pass,50,False
fr-ud-train_00066,4,de,ADP,6,case,60,False
fr-ud-train_13576,14,processus,NOUN,11,obj,22,False
fr-ud-train_03952,3,d',ADP,4,case,17,False
fr-ud-train_04486,10,Sy,PROPN,8,flat:name,42,False
fr-ud-train_03224,42,va,VERB,40,acl:relcl,55,False
fr-ud-train_11113,50,canonnières,NOUN,26,conj,73,False
fr-ud-train_06718,7,septembre,NOUN,6,nmod,30,False
fr-ud-train_04775,24,fait,VERB,21,acl:relcl,47,False
fr-ud-train_09615,1,Jeanne,PROPN,3,nsubj,13,False
fr-ud-train_08015,15,précieux,ADJ,7,acl:relcl,18,False
fr-ud-train_13329,3,ses,DET,4,det,15,False
fr-ud-train_09034,2,nouveaux,ADJ,3,amod,54,False
fr-ud-train_07247,18,le,DET,19,det,22,False
fr-ud-train_13750,1,Quelle,ADJ,0,root,10,True
fr-ud-train_07516,12,le,DET,13,det,26,False
fr-ud-train_05214,22,et,CCONJ,24,cc,25,False
fr-ud-train_08513,5,et,CCONJ,7,cc,10,False
fr-ud-train_07266,20,l',DET,21,det,22,False
fr-ud-train_13941,5,où,PRON,8,obl:mod,20,False
fr-ud-train_07167,29,le,DET,30,det,31,False
fr-ud-train_01512,20,notices,NOUN,16,obl:mod,29,False
fr-ud-train_13613,25,et,CCONJ,28,cc,38,False
fr-ud-train_01244,22,un,DET,23,det,25,False
fr-ud-train_05365,54,club,NOUN,51,nmod,124,False
fr-ud-train_00264,15,le,DET,16,det,43,False
fr-ud-train_09200,15,biais,NOUN,10,obl:arg,29,False
fr-ud-train_12514,52,de,ADP,54,case,63,False
fr-ud-train_02792,19,janvier,NOUN,18,nmod,21,False
fr-ud-train_10743,39,personnel,ADJ,38,amod,42,False
fr-ud-train_13214,6,le,DET,7,det,15,False
fr-ud-train_08456,12,ONG,NOUN,10,nmod,81,False
fr-ud-train_05452,2,durée,NOUN,18,nsubj:pass,34,False
fr-ud-train_08204,25,et,CCONJ,27,cc,30,False
fr-ud-train_02808,2,2010,NUM,15,obl:mod,35,False
fr-ud-train_06498,10,le,DET,11,det,39,False
fr-ud-train_01602,5,espèce,NOUN,0,root,15,True
fr-ud-train_00061,27,la,DET,29,det,47,False
fr-ud-train_02308,12,entre,ADP,14,case,18,False
fr-ud-train_00189,2,est,AUX,7,cop,40,False
fr-ud-train_04361,5,hélices,NOUN,2,nmod,27,False
fr-ud-train_09486,2,arrêt,NOUN,20,obl:mod,51,False
fr-ud-train_00642,22,de,ADP,15,advmod,33,False
fr-ud-train_10634,16,dans,ADP,19,case,20,False
fr-ud-train_13818,8,chrétiens,NOUN,5,obl:arg,12,False
fr-ud-train_01495,1,Sa,DET,2,det,40,False
fr-ud-train_10082,7,photographique,ADJ,6,amod,23,False
fr-ud-train_03527,12,Unité,NOUN,9,nmod,22,False
fr-ud-train_00359,1,Pourtant,ADV,13,advmod,55,False
fr-ud-train_09207,5,sur,ADP,8,case,9,False
fr-ud-train_12204,13,et,CCONJ,14,cc,15,False
fr-ud-train_00573,3,y,PRON,4,iobj,41,False
fr-ud-train_12113,21,aquatiques,ADJ,20,amod,28,False
fr-ud-train_11639,5,à,ADP,7,case,20,False
fr-ud-train_11427,9,politiques,ADJ,8,amod,20,False
fr-ud-train_05938,3,point,NOUN,0,root,36,True
fr-ud-train_02548,15,étrangères,ADJ,14,amod,22,False
fr-ud-train_13277,21,Vocational,PROPN,20,flat:name,23,False
fr-ud-train_08085,14,Kristen,PROPN,12,obl:arg,15,False
fr-ud-train_12528,25,lorsque,SCONJ,40,mark,66,False
fr-ud-train_12099,1,Si,SCONJ,5,mark,34,False
fr-ud-train_03689,24,système,NOUN,20,appos,37,False
fr-ud-train_04558,8,il,PRON,9,nsubj,35,False
fr-ud-train_02840,8,le,DET,9,det,33,False
fr-ud-train_00633,2,dernière,ADJ,3,amod,13,False
fr-ud-train_05603,24,matière,NOUN,20,nmod,32,False
fr-ud-train_05239,11,le,DET,12,det,30,False
fr-ud-train_09593,6,suivant,ADJ,3,amod,12,False
fr-ud-train_12223,23,Exceptionnel,ADJ,21,amod,24,False
fr-ud-train_02922,7,dû,VERB,0,root,17,True
fr-ud-train_11776,6,face,NOUN,5,fixed,26,False
fr-ud-train_01302,3,trouvé,VERB,0,root,16,True
fr-ud-train_11838,12,Lvov,PROPN,9,obl:arg,53,False
fr-ud-train_06291,6,à,ADP,8,case,16,False
fr-ud-train_00292,7,né,VERB,5,acl,18,False
fr-ud-train_02029,49,divisions,NOUN,43,obj,70,False
fr-ud-train_00052,26,Benalla,PROPN,24,nmod,33,False
fr-ud-train_05050,5,de,ADP,9,case,10,False
fr-ud-train_12853,6,un,DET,8,det,44,False
fr-ud-train_03407,16,en,ADP,18,mark,40,False
fr-ud-train_11113,64,Saône,PROPN,62,conj,73,False
fr-ud-train_05715,15,de,ADP,16,case,29,False
fr-ud-train_10656,26,XI,NUM,25,nmod,29,False
fr-ud-train_10297,5,à,ADP,7,case,43,False
fr-ud-train_09580,15,les,DET,16,det,25,False
fr-ud-train_08016,1,De,DET,3,det,34,False
fr-ud-train_06496,40,théologie,NOUN,36,obl:arg,42,False
fr-ud-train_08534,6,le,DET,7,det,18,False
fr-ud-train_07223,2,est,AUX,4,cop,10,False
fr-ud-train_14460,13,goudron,NOUN,11,nmod,20,False
fr-ud-train_04138,28,personnalité,NOUN,0,root,34,True
fr-ud-train_00234,6,romaine,ADJ,4,conj,22,False
fr-ud-train_06464,386,de,ADP,388,case,390,False
fr-ud-train_09785,15,statistique,ADJ,14,amod,23,False
fr-ud-train_02291,13,région,NOUN,10,nmod,33,False
fr-ud-train_09829,6,place,NOUN,4,nmod,16,False
fr-ud-train_05882,14,kayakiste,NOUN,0,root,16,True
fr-ud-train_11469,11,séance,NOUN,8,nmod,34,False
fr-ud-train_11113,4,de,ADP,6,case,73,False
